,FileAddress,sequence name,img name,SpatRx,SpatRy,Slicethick,Goasting,tSNR (Averaged Brain ROI),Displacement factor (std of Mutual information)
10,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Aswendt/cryocoil/SP_V1_11_1_1_1_20180920_100903/6,<BRUKER:EPI><4_GRE_FMRI_128MTX_155_TR1420>,rsfMRI_SP_V1_11_1_1_1_20180920_100903_11.png,0.140625,0.140625,0.5,False,25.965486214718783,0.013392066378822716
11,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Aswendt/cryocoil/SP_T1_12_1_1_1_20180409_152128/6,<BRUKER:EPI><4_GRE_FMRI_128MTX_155_TR1420>,rsfMRI_SP_T1_12_1_1_1_20180409_152128_12.png,0.140625,0.140625,0.5,False,25.17583005777166,0.020470861742722737
12,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Aswendt/cryocoil/SP_T1_5_3_1_1_20180111_123437/6,<BRUKER:EPI><4_GRE_FMRI_DYNAMIC>,rsfMRI_SP_T1_5_3_1_1_20180111_123437_13.png,0.18229167,0.18229167,0.5,False,32.74040692127841,0.04688858432305475
13,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Aswendt/cryocoil/SP_T1_8_1_1_1_20180111_164048/6,<BRUKER:EPI><4_GRE_FMRI_DYNAMIC>,rsfMRI_SP_T1_8_1_1_1_20180111_164048_14.png,0.18229167,0.18229167,0.5,False,26.948780328526965,0.019859883640382832
14,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Aswendt/cryocoil/SP_T1_5_1_1_1_20180111_105123/7,<BRUKER:EPI><4_GRE_FMRI_DYNAMIC>,rsfMRI_SP_T1_5_1_1_1_20180111_105123_15.png,0.18229167,0.18229167,0.5,False,22.689741141123946,0.14236000843706886
15,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Aswendt/cryocoil/SP_T1_11_4_1_1_20180409_143444/6,<BRUKER:EPI><4_GRE_FMRI_128MTX_155_TR1420>,rsfMRI_SP_T1_11_4_1_1_20180409_143444_16.png,0.140625,0.140625,0.5,False,27.26826795844642,0.03469902030588445
16,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Aswendt/surfacecoil/GV_T3_13_5_1_2_20190809_110751/8,<BRUKER:EPI><4_GRE_FMRI_128MTX_155_TR1420>,rsfMRI_GV_T3_13_5_1_2_20190809_110751_17.png,0.140625,0.140625,0.6,False,17.89176034260474,0.013838891405926064
17,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Aswendt/surfacecoil/GV_T3_15_2_1_1_20190903_090114/6,<BRUKER:EPI><4_GRE_FMRI_128MTX_155_TR1420>,rsfMRI_GV_T3_15_2_1_1_20190903_090114_18.png,0.140625,0.140625,0.6,False,17.98916786737277,0.012117208722996355
18,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Aswendt/surfacecoil/GV_T3_13_3_1_1_20190806_124154/6,<BRUKER:EPI><4_GRE_FMRI_128MTX_155_TR1420>,rsfMRI_GV_T3_13_3_1_1_20190806_124154_19.png,0.140625,0.140625,0.5,False,25.130006573478287,0.02855934853528124
19,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Aswendt/surfacecoil/GV_T3_17_3_1_1_20190904_101208/7,<BRUKER:EPI><4_GRE_FMRI_128MTX_155_TR1420>,rsfMRI_GV_T3_17_3_1_1_20190904_101208_20.png,0.140625,0.140625,0.6,False,17.109442402262168,0.006987997745636535
20,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Aswendt/surfacecoil/GV_T3_17_2_1_1_20190904_092536/6,<BRUKER:EPI><4_GRE_FMRI_128MTX_155_TR1420>,rsfMRI_GV_T3_17_2_1_1_20190904_092536_21.png,0.140625,0.140625,0.6,False,14.344698830883521,0.010152801752927135
21,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Aswendt/surfacecoil/GV_T3_15_3_1_1_20190903_094421/7,<BRUKER:EPI><4_GRE_FMRI_128MTX_155_TR1420>,rsfMRI_GV_T3_15_3_1_1_20190903_094421_22.png,0.140625,0.140625,0.6,False,15.71313175084073,0.013961905310763394
22,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Aswendt/surfacecoil/GV_T3_16_1_1_1_20190903_123147/7,<BRUKER:EPI><4_GRE_FMRI_128MTX_155_TR1420>,rsfMRI_GV_T3_16_1_1_1_20190903_123147_23.png,0.140625,0.140625,0.6,False,13.664177529191358,0.02018065699564377
23,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Aswendt/surfacecoil/GV_T3_15_4_1_1_20190903_102746/6,<BRUKER:EPI><4_GRE_FMRI_128MTX_155_TR1420>,rsfMRI_GV_T3_15_4_1_1_20190903_102746_24.png,0.140625,0.140625,0.6,False,12.279236597682056,0.037840542183423254
24,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Aswendt/surfacecoil/GV_T3_17_5_1_1_20190904_113248/17,<BRUKER:EPI><4_GRE_FMRI_128MTX_155_TR1420>,rsfMRI_GV_T3_17_5_1_1_20190904_113248_25.png,0.140625,0.140625,0.6,False,18.809282429739767,0.006963684979330173
25,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Aswendt/surfacecoil/GV_T3_13_1_1_2_20190808_133527/6,<BRUKER:EPI><4_GRE_FMRI_128MTX_155_TR1420>,rsfMRI_GV_T3_13_1_1_2_20190808_133527_26.png,0.140625,0.140625,0.6,False,18.229595709945194,0.007723594313939947
26,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Aswendt/surfacecoil/GV_T3_17_4_1_1_20190904_105336/6,<BRUKER:EPI><4_GRE_FMRI_128MTX_155_TR1420>,rsfMRI_GV_T3_17_4_1_1_20190904_105336_27.png,0.140625,0.140625,0.6,False,13.382100436463304,0.01738249866057141
27,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Aswendt/surfacecoil/GV_T3_12_1_1_3_20190808_093354/11,<BRUKER:EPI><4_GRE_FMRI_128MTX_155_TR1420>,rsfMRI_GV_T3_12_1_1_3_20190808_093354_28.png,0.140625,0.140625,0.6,False,17.561804172660093,0.0220744003888981
28,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Aswendt/surfacecoil/GV_T3_16_2_1_1_20190903_131430/8,<BRUKER:EPI><4_GRE_FMRI_128MTX_155_TR1420>,rsfMRI_GV_T3_16_2_1_1_20190903_131430_29.png,0.140625,0.140625,0.6,False,20.04237312063176,0.004401558773413669
