,FileAddress,sequence name,img name,SpatRx,SpatRy,Slicethick,Goasting,SNR Chang,SNR Normal,Displacement factor (std of Mutual information)
10,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Ramos-Cabrer/RamosCabrer_5/20181112_082024_AE0617_118_w10_181112_1_1/12,<BRUKER:DTISTANDARD><DIFFUSION_WEIGHT_SE>,DTI_20181112_082024_AE0617_118_w10_181112_1_1_11.png,0.1,0.1,0.5,False,28.936104896635882,16.623597237813208,0.028895769844463966
11,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Ramos-Cabrer/RamosCabrer_5/20181112_111930_AE0617_119_w10_181112_1_1/12,<BRUKER:DTISTANDARD><DIFFUSION_WEIGHT_SE>,DTI_20181112_111930_AE0617_119_w10_181112_1_1_12.png,0.1,0.1,0.5,False,28.96734672334453,16.737430134247607,0.024333467848339403
12,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Ramos-Cabrer/RamosCabrer_5/20181024_082017_AE0617_18_w08_181024_1_1/15,<BRUKER:DTISTANDARD><DIFFUSION_WEIGHT_SE>,DTI_20181024_082017_AE0617_18_w08_181024_1_1_13.png,0.1,0.1,0.5,False,29.242451514418082,17.807656845936847,0.027905873324421265
13,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Ramos-Cabrer/RamosCabrer_5/20181029_082032_AE0617_118_w08_181029_1_1/13,<BRUKER:DTISTANDARD><DIFFUSION_WEIGHT_SE>,DTI_20181029_082032_AE0617_118_w08_181029_1_1_14.png,0.1,0.1,0.5,False,28.13722613489337,15.863940754271276,0.033503373517819963
14,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Ramos-Cabrer/RamosCabrer_5/20181029_114532_AE0617_119_w08_181029_1_1/12,<BRUKER:DTISTANDARD><DIFFUSION_WEIGHT_SE>,DTI_20181029_114532_AE0617_119_w08_181029_1_1_15.png,0.1,0.1,0.5,False,27.86719806238517,15.953771219348255,0.08509102080782203
15,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Ramos-Cabrer/RamosCabrer_5/20181107_105735_AE0617_27_w10_181107_1_1/12,<BRUKER:DTISTANDARD><DIFFUSION_WEIGHT_SE>,DTI_20181107_105735_AE0617_27_w10_181107_1_1_16.png,0.1,0.1,0.5,False,29.055355671090762,16.665190715276516,0.03757025706386028
16,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Ramos-Cabrer/RamosCabrer_5/20181030_142126_AE0617_21_w09_181030_1_1/12,<BRUKER:DTISTANDARD><DIFFUSION_WEIGHT_SE>,DTI_20181030_142126_AE0617_21_w09_181030_1_1_17.png,0.1,0.1,0.5,False,28.86232056530352,16.587599170452705,0.034032600935309604
17,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Ramos-Cabrer/RamosCabrer_5/20181017_134753_AE0617_21_w07_181017_1_1/18,<BRUKER:DTISTANDARD><DIFFUSION_WEIGHT_SE>,DTI_20181017_134753_AE0617_21_w07_181017_1_1_18.png,0.1,0.1,0.5,False,29.63985547229079,17.48189077297933,0.025103342069005805
18,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Ramos-Cabrer/RamosCabrer_5/20181107_134015_AE0617_21_w10_181107_1_1/15,<BRUKER:DTISTANDARD><DIFFUSION_WEIGHT_SE>,DTI_20181107_134015_AE0617_21_w10_181107_1_1_19.png,0.1,0.1,0.5,False,28.5987277992334,16.18552909241164,0.02258190696471311
19,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Ramos-Cabrer/RamosCabrer_5/20181022_081449_AE0617_118_w07_181022_2_1_1/15,<BRUKER:DTISTANDARD><DIFFUSION_WEIGHT_SE>,DTI_20181022_081449_AE0617_118_w07_181022_2_1_1_20.png,0.1,0.1,0.5,False,28.851282697094025,16.438079463057896,0.029094768014419306
20,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Ramos-Cabrer/RamosCabrer_5/20181029_143622_AE0617_121_w08_181029_1_1/12,<BRUKER:DTISTANDARD><DIFFUSION_WEIGHT_SE>,DTI_20181029_143622_AE0617_121_w08_181029_1_1_21.png,0.1,0.1,0.5,False,28.26664197638898,16.751399808389394,0.05411267937287464
21,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Ramos-Cabrer/RamosCabrer_5/20181106_081408_AE0617_119_w09_181106_1_1/12,<BRUKER:DTISTANDARD><DIFFUSION_WEIGHT_SE>,DTI_20181106_081408_AE0617_119_w09_181106_1_1_22.png,0.1,0.1,0.5,False,28.533847027490303,16.59591458870874,0.03138493143416571
22,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Ramos-Cabrer/RamosCabrer_5/20190409_134241_AE0617_126_6month_190409_1_1/12,<BRUKER:DTISTANDARD><DIFFUSION_WEIGHT_SE>,DTI_20190409_134241_AE0617_126_6month_190409_1_1_23.png,0.1,0.1,0.5,False,28.49689646116895,16.195534808755003,0.03073839756903364
23,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Ramos-Cabrer/RamosCabrer_5/20190405_081637_AE0617_123_6month_190405_1_1/12,<BRUKER:DTISTANDARD><DIFFUSION_WEIGHT_SE>,DTI_20190405_081637_AE0617_123_6month_190405_1_1_24.png,0.1,0.1,0.5,False,28.025334582674176,15.512311971780521,0.029455938206944497
24,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Ramos-Cabrer/RamosCabrer_5/20190408_140234_AE0617_25_6month_190408_1_1/12,<BRUKER:DTISTANDARD><DIFFUSION_WEIGHT_SE>,DTI_20190408_140234_AE0617_25_6month_190408_1_1_25.png,0.1,0.1,0.5,False,29.35660049320219,16.254046303887964,0.028475488358145576
25,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Ramos-Cabrer/RamosCabrer_5/20181030_081636_AE0617_18_w09_181030_1_1/12,<BRUKER:DTISTANDARD><DIFFUSION_WEIGHT_SE>,DTI_20181030_081636_AE0617_18_w09_181030_1_1_26.png,0.1,0.1,0.5,False,28.848842276371553,17.248912973127688,0.07971891672257998
