,FileAddress,corresponding_img,SpatRx,SpatRy,Slicethick,Goasting,SNR Chang,SNR Normal
15,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Raikes/raikes_02/sub-0083/anat/sub-0083_run-02_T2w.nii.gz,T2w_anat_sub-0083_run-02_T2w_16.png,0.075,0.075,0.075,False,29.12565331703142,30.474082152924005
16,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Raikes/raikes_02/sub-6374/anat/sub-6374_run-01_T2w.nii.gz,T2w_anat_sub-6374_run-01_T2w_17.png,0.075,0.075,0.075,False,28.23572095863213,28.16596594118697
17,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Raikes/raikes_02/sub-6374/anat/sub-6374_run-02_T2w.nii.gz,T2w_anat_sub-6374_run-02_T2w_18.png,0.075,0.075,0.075,False,29.80366297409683,31.00110918425036
18,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Raikes/raikes_02/sub-0084/anat/sub-0084_run-01_T2w.nii.gz,T2w_anat_sub-0084_run-01_T2w_19.png,0.075,0.075,0.075,False,27.843225148896824,27.984995080814375
19,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Raikes/raikes_02/sub-0084/anat/sub-0084_run-02_T2w.nii.gz,T2w_anat_sub-0084_run-02_T2w_20.png,0.075,0.075,0.075,False,30.31497971871027,31.204628930134636
20,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Raikes/raikes_02/sub-0079/anat/sub-0079_run-01_T2w.nii.gz,T2w_anat_sub-0079_run-01_T2w_21.png,0.075,0.075,0.075,False,26.265217322620515,25.61827743294765
21,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Raikes/raikes_02/sub-0079/anat/sub-0079_run-02_T2w.nii.gz,T2w_anat_sub-0079_run-02_T2w_22.png,0.075,0.075,0.075,False,27.79345518021403,28.497832066693892
22,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Raikes/raikes_02/sub-8019/anat/sub-8019_T2w.nii.gz,T2w_anat_sub-8019_T2w_23.png,0.075,0.075,0.075,False,29.79574700295452,31.325732813857798
23,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Raikes/raikes_02/sub-8021/anat/sub-8021_T2w.nii.gz,T2w_anat_sub-8021_T2w_24.png,0.075,0.075,0.075,False,30.506799290923276,31.687513732824556
24,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Raikes/raikes_02/sub-0819/anat/sub-0819_T2w.nii.gz,T2w_anat_sub-0819_T2w_25.png,0.06373958,0.075,0.075,False,28.99709606198138,28.04635935967415
25,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Raikes/raikes_02/sub-0817/anat/sub-0817_T2w.nii.gz,T2w_anat_sub-0817_T2w_26.png,0.06373958,0.075,0.075,False,28.479608567677914,28.78401501865639
26,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Raikes/raikes_02/sub-8020/anat/sub-8020_T2w.nii.gz,T2w_anat_sub-8020_T2w_27.png,0.075,0.075,0.075,False,30.526403636803686,31.288423500969003
27,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Raikes/raikes_02/sub-8018/anat/sub-8018_T2w.nii.gz,T2w_anat_sub-8018_T2w_28.png,0.075,0.075,0.075,False,30.313581480508347,30.889381892479978
28,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Raikes/raikes_02/sub-0085/anat/sub-0085_run-01_T2w.nii.gz,T2w_anat_sub-0085_run-01_T2w_29.png,0.075,0.075,0.075,False,26.920620111555124,26.893270063577305
29,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Raikes/raikes_02/sub-0085/anat/sub-0085_run-02_T2w.nii.gz,T2w_anat_sub-0085_run-02_T2w_30.png,0.075,0.075,0.075,False,27.002462032923468,27.133766821763885
30,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Raikes/raikes_02/sub-6372/anat/sub-6372_run-01_T2w.nii.gz,T2w_anat_sub-6372_run-01_T2w_31.png,0.075,0.075,0.075,False,26.18276062262043,26.36166621039696
31,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Raikes/raikes_02/sub-6372/anat/sub-6372_run-02_T2w.nii.gz,T2w_anat_sub-6372_run-02_T2w_32.png,0.075,0.075,0.075,False,28.3199873684529,29.233943412454092
32,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Raikes/raikes_02/sub-0875/anat/sub-0875_T2w.nii.gz,T2w_anat_sub-0875_T2w_33.png,0.06373958,0.072274216,0.075,False,29.46318488866077,28.414607554241197
33,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Raikes/raikes_02/sub-0082/anat/sub-0082_run-01_T2w.nii.gz,T2w_anat_sub-0082_run-01_T2w_34.png,0.075,0.075,0.075,False,29.90020258955327,30.51322541329509
34,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Raikes/raikes_02/sub-0082/anat/sub-0082_run-02_T2w.nii.gz,T2w_anat_sub-0082_run-02_T2w_35.png,0.075,0.075,0.075,False,30.15867688100574,30.55349223075206
35,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Raikes/raikes_02/sub-6381/anat/sub-6381_run-02_T2w.nii.gz,T2w_anat_sub-6381_run-02_T2w_36.png,0.075,0.075,0.075,False,30.621357618185407,30.765964054838445
36,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Raikes/raikes_02/sub-6381/anat/sub-6381_run-01_T2w.nii.gz,T2w_anat_sub-6381_run-01_T2w_37.png,0.075,0.075,0.075,False,28.247010846473348,28.067570003455636
37,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Raikes/raikes_02/sub-0096/anat/sub-0096_run-02_T2w.nii.gz,T2w_anat_sub-0096_run-02_T2w_38.png,0.075,0.075,0.075,False,28.1663485495244,28.599595349845114
38,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Raikes/raikes_02/sub-0096/anat/sub-0096_run-01_T2w.nii.gz,T2w_anat_sub-0096_run-01_T2w_39.png,0.075,0.075,0.075,False,26.514762093505123,26.14773903650225
39,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Raikes/raikes_02/sub-0097/anat/sub-0097_run-02_T2w.nii.gz,T2w_anat_sub-0097_run-02_T2w_40.png,0.075,0.075,0.075,False,26.659914756693063,26.587188226295172
40,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Raikes/raikes_02/sub-0097/anat/sub-0097_run-01_T2w.nii.gz,T2w_anat_sub-0097_run-01_T2w_41.png,0.075,0.075,0.075,False,26.93032727461465,26.72880409750624
41,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Raikes/raikes_02/sub-7994/anat/sub-7994_T2w.nii.gz,T2w_anat_sub-7994_T2w_42.png,0.06751042,0.075,0.075,False,31.449412730086124,31.371868303012896
42,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Raikes/raikes_02/sub-7933/anat/sub-7933_run-02_T2w.nii.gz,T2w_anat_sub-7933_run-02_T2w_43.png,0.075,0.075,0.075,False,29.388556405809467,30.55235719216162
43,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Raikes/raikes_02/sub-7933/anat/sub-7933_run-01_T2w.nii.gz,T2w_anat_sub-7933_run-01_T2w_44.png,0.075,0.075,0.075,False,27.289878120362033,27.64661058738068
44,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Raikes/raikes_02/sub-0785/anat/sub-0785_T2w.nii.gz,T2w_anat_sub-0785_T2w_45.png,0.06751042,0.075,0.075,False,30.404066726933415,29.836604767189144
45,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Raikes/raikes_02/sub-0771/anat/sub-0771_T2w.nii.gz,T2w_anat_sub-0771_T2w_46.png,0.075,0.075,0.075,False,29.20235650740958,29.42692988941006
46,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Raikes/raikes_02/sub-0127/anat/sub-0127_T2w.nii.gz,T2w_anat_sub-0127_T2w_47.png,0.075,0.075,0.075,False,27.62318629543227,28.239564611916975
47,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Raikes/raikes_02/sub-0782/anat/sub-0782_T2w.nii.gz,T2w_anat_sub-0782_T2w_48.png,0.075,0.075,0.075,False,29.91421898945425,29.94776200879091
48,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Raikes/raikes_02/sub-0116/anat/sub-0116_run-02_T2w.nii.gz,T2w_anat_sub-0116_run-02_T2w_49.png,0.075,0.075,0.075,False,29.428077837829207,29.181264787386016
49,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Raikes/raikes_02/sub-0116/anat/sub-0116_run-01_T2w.nii.gz,T2w_anat_sub-0116_run-01_T2w_50.png,0.075,0.075,0.075,False,27.0714282367653,26.197053616733715
50,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Raikes/raikes_02/sub-7992/anat/sub-7992_T2w.nii.gz,T2w_anat_sub-7992_T2w_51.png,0.075,0.075,0.075,False,29.67592702455012,30.71296607614732
51,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Raikes/raikes_02/sub-0783/anat/sub-0783_T2w.nii.gz,T2w_anat_sub-0783_T2w_52.png,0.06751042,0.075,0.075,False,29.7122008963375,29.55133538575355
52,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Raikes/raikes_02/sub-0770/anat/sub-0770_T2w.nii.gz,T2w_anat_sub-0770_T2w_53.png,0.075,0.075,0.075,False,28.7580633084897,29.73940609439881
53,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Raikes/raikes_02/sub-0126/anat/sub-0126_run-02_T2w.nii.gz,T2w_anat_sub-0126_run-02_T2w_54.png,0.075,0.075,0.075,False,28.96298173417503,29.821533459667418
54,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Raikes/raikes_02/sub-0126/anat/sub-0126_run-01_T2w.nii.gz,T2w_anat_sub-0126_run-01_T2w_55.png,0.075,0.075,0.075,False,27.01615485832646,26.971925026796477
55,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Raikes/raikes_02/sub-0784/anat/sub-0784_T2w.nii.gz,T2w_anat_sub-0784_T2w_56.png,0.06751042,0.075,0.075,False,29.930486150834206,29.68202607414177
56,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Raikes/raikes_02/sub-7976/anat/sub-7976_run-01_T2w.nii.gz,T2w_anat_sub-7976_run-01_T2w_57.png,0.075,0.075,0.075,False,27.891902171713394,28.308596842145818
57,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Raikes/raikes_02/sub-7976/anat/sub-7976_run-02_T2w.nii.gz,T2w_anat_sub-7976_run-02_T2w_58.png,0.075,0.075,0.075,False,30.309076209518064,31.29348286750915
58,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Raikes/raikes_02/sub-7971/anat/sub-7971_run-01_T2w.nii.gz,T2w_anat_sub-7971_run-01_T2w_59.png,0.075,0.075,0.075,False,27.899381063186844,28.689446608861374
59,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Raikes/raikes_02/sub-7971/anat/sub-7971_run-02_T2w.nii.gz,T2w_anat_sub-7971_run-02_T2w_60.png,0.075,0.075,0.075,False,30.342984450275058,31.607384409779314
60,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Raikes/raikes_02/sub-0793/anat/sub-0793_T2w.nii.gz,T2w_anat_sub-0793_T2w_61.png,0.06373958,0.075,0.075,False,28.85384122383902,28.516233570003884
61,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Raikes/raikes_02/sub-7941/anat/sub-7941_run-01_T2w.nii.gz,T2w_anat_sub-7941_run-01_T2w_62.png,0.075,0.075,0.075,False,27.447590434131804,27.741251307849666
62,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Raikes/raikes_02/sub-7941/anat/sub-7941_run-02_T2w.nii.gz,T2w_anat_sub-7941_run-02_T2w_63.png,0.075,0.075,0.075,False,29.724867370292593,30.582338563120274
63,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Raikes/raikes_02/sub-0792/anat/sub-0792_T2w.nii.gz,T2w_anat_sub-0792_T2w_64.png,0.06751042,0.075,0.075,False,28.721815171817493,28.52734386538005
64,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Raikes/raikes_02/sub-8014/anat/sub-8014_T2w.nii.gz,T2w_anat_sub-8014_T2w_65.png,0.075,0.075,0.075,False,30.91166973055488,31.0058443440856
65,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Raikes/raikes_02/sub-0080/anat/sub-0080_run-01_T2w.nii.gz,T2w_anat_sub-0080_run-01_T2w_66.png,0.075,0.075,0.075,False,27.654371080418827,27.519605033183506
66,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Raikes/raikes_02/sub-0080/anat/sub-0080_run-02_T2w.nii.gz,T2w_anat_sub-0080_run-02_T2w_67.png,0.075,0.075,0.075,False,29.950961492111844,30.555961490635344
67,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Raikes/raikes_02/sub-8022/anat/sub-8022_T2w.nii.gz,T2w_anat_sub-8022_T2w_68.png,0.075,0.075,0.075,False,30.67368729543661,31.33242346667554
68,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Raikes/raikes_02/sub-0812/anat/sub-0812_T2w.nii.gz,T2w_anat_sub-0812_T2w_69.png,0.06373958,0.075,0.075,False,28.69761391066522,28.67614031514972
69,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Raikes/raikes_02/sub-8015/anat/sub-8015_T2w.nii.gz,T2w_anat_sub-8015_T2w_70.png,0.075,0.075,0.075,False,29.90798341863261,29.84091334607065
70,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Raikes/raikes_02/sub-0081/anat/sub-0081_run-01_T2w.nii.gz,T2w_anat_sub-0081_run-01_T2w_71.png,0.075,0.075,0.075,False,28.19066765476872,27.59554946563035
71,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Raikes/raikes_02/sub-0081/anat/sub-0081_run-02_T2w.nii.gz,T2w_anat_sub-0081_run-02_T2w_72.png,0.075,0.075,0.075,False,29.92130481333641,30.394923963437172
72,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Raikes/raikes_02/sub-0814/anat/sub-0814_T2w.nii.gz,T2w_anat_sub-0814_T2w_73.png,0.06373958,0.075,0.075,False,28.51042957653266,28.03904650196031
73,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Raikes/raikes_02/sub-0813/anat/sub-0813_T2w.nii.gz,T2w_anat_sub-0813_T2w_74.png,0.06373958,0.075,0.075,False,29.249764480672276,28.38906352945731
74,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Raikes/raikes_02/sub-0092/anat/sub-0092_run-02_T2w.nii.gz,T2w_anat_sub-0092_run-02_T2w_75.png,0.075,0.075,0.075,False,28.757865278957613,30.075910443456802
75,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Raikes/raikes_02/sub-0092/anat/sub-0092_run-01_T2w.nii.gz,T2w_anat_sub-0092_run-01_T2w_76.png,0.075,0.075,0.075,False,26.49711752494193,27.128778251472575
76,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Raikes/raikes_02/sub-0093/anat/sub-0093_T2w.nii.gz,T2w_anat_sub-0093_T2w_77.png,0.075,0.075,0.075,False,26.626831923951435,28.105724772847672
77,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Raikes/raikes_02/sub-0788/anat/sub-0788_T2w.nii.gz,T2w_anat_sub-0788_T2w_78.png,0.06751042,0.075,0.075,False,29.644828795923516,28.98885589092805
78,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Raikes/raikes_02/sub-0148/anat/sub-0148_run-01_T2w.nii.gz,T2w_anat_sub-0148_run-01_T2w_79.png,0.075,0.075,0.075,False,25.06044647682851,24.742690885285906
79,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Raikes/raikes_02/sub-0148/anat/sub-0148_run-02_T2w.nii.gz,T2w_anat_sub-0148_run-02_T2w_80.png,0.075,0.075,0.075,False,26.73566484369681,27.663214492972532
80,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Raikes/raikes_02/sub-7997/anat/sub-7997_T2w.nii.gz,T2w_anat_sub-7997_T2w_81.png,0.075,0.075,0.075,False,30.686289350082443,31.66032829977016
81,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Raikes/raikes_02/sub-0114/anat/sub-0114_T2w.nii.gz,T2w_anat_sub-0114_T2w_82.png,0.075,0.075,0.075,False,27.910807863171467,28.980775502459842
82,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Raikes/raikes_02/sub-7931/anat/sub-7931_run-02_T2w.nii.gz,T2w_anat_sub-7931_run-02_T2w_83.png,0.075,0.075,0.075,False,29.49214768210248,30.280625498989437
83,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Raikes/raikes_02/sub-7931/anat/sub-7931_run-01_T2w.nii.gz,T2w_anat_sub-7931_run-01_T2w_84.png,0.075,0.075,0.075,False,27.187698470304372,27.439325393478438
84,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Raikes/raikes_02/sub-7996/anat/sub-7996_T2w.nii.gz,T2w_anat_sub-7996_T2w_85.png,0.075,0.075,0.075,False,29.859830263337784,30.238913804364053
85,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Raikes/raikes_02/sub-7991/anat/sub-7991_T2w.nii.gz,T2w_anat_sub-7991_T2w_86.png,0.075,0.075,0.075,False,29.52480383745628,30.50745739304144
86,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Raikes/raikes_05/sub-LC4677/anat/sub-LC4677_echo-2_T2w.nii.gz,T2w_anat_sub-LC4677_echo-2_T2w_87.png,0.2,0.2,0.4,False,36.07571215552053,8.439472334850034
87,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Raikes/raikes_05/sub-LC4677/anat/sub-LC4677_echo-5_T2w.nii.gz,T2w_anat_sub-LC4677_echo-5_T2w_88.png,0.2,0.2,0.4,False,29.45890894085902,6.650330087030665
88,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Raikes/raikes_05/sub-LC4677/anat/sub-LC4677_echo-3_T2w.nii.gz,T2w_anat_sub-LC4677_echo-3_T2w_89.png,0.2,0.2,0.4,False,34.09110284392807,8.221371298818056
89,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Raikes/raikes_05/sub-LC4677/anat/sub-LC4677_echo-6_T2w.nii.gz,T2w_anat_sub-LC4677_echo-6_T2w_90.png,0.2,0.2,0.4,False,27.439000778835577,5.486464020272943
90,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Raikes/raikes_05/sub-LC4677/anat/sub-LC4677_echo-1_T2w.nii.gz,T2w_anat_sub-LC4677_echo-1_T2w_91.png,0.2,0.2,0.4,False,38.69476928841837,8.133073895365762
91,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Raikes/raikes_05/sub-LC4677/anat/sub-LC4677_echo-4_T2w.nii.gz,T2w_anat_sub-LC4677_echo-4_T2w_92.png,0.2,0.2,0.4,False,31.34967217460918,7.69132499504264
92,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Raikes/raikes_05/sub-VM8078/anat/sub-VM8078_echo-6_T2w.nii.gz,T2w_anat_sub-VM8078_echo-6_T2w_93.png,0.2,0.2,0.4,False,27.764412116237082,7.695025509414689
93,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Raikes/raikes_05/sub-VM8078/anat/sub-VM8078_echo-3_T2w.nii.gz,T2w_anat_sub-VM8078_echo-3_T2w_94.png,0.2,0.2,0.4,False,34.30184106355145,9.503514868320762
94,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Raikes/raikes_05/sub-VM8078/anat/sub-VM8078_echo-4_T2w.nii.gz,T2w_anat_sub-VM8078_echo-4_T2w_95.png,0.2,0.2,0.4,False,31.685060059747403,9.445315428423115
95,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Raikes/raikes_05/sub-VM8078/anat/sub-VM8078_echo-1_T2w.nii.gz,T2w_anat_sub-VM8078_echo-1_T2w_96.png,0.2,0.2,0.4,False,42.26656930960694,8.864279729328242
96,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Raikes/raikes_05/sub-VM8078/anat/sub-VM8078_echo-2_T2w.nii.gz,T2w_anat_sub-VM8078_echo-2_T2w_97.png,0.2,0.2,0.4,False,36.386442113534216,9.42571514549514
97,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Raikes/raikes_05/sub-VM8078/anat/sub-VM8078_echo-5_T2w.nii.gz,T2w_anat_sub-VM8078_echo-5_T2w_98.png,0.2,0.2,0.4,False,29.566822955192407,8.567986036367095
98,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Raikes/raikes_05/sub-VE9435/anat/sub-VE9435_echo-6_T2w.nii.gz,T2w_anat_sub-VE9435_echo-6_T2w_99.png,0.2,0.2,0.4,False,27.935662782903492,14.463266772199075
99,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Raikes/raikes_05/sub-VE9435/anat/sub-VE9435_echo-3_T2w.nii.gz,T2w_anat_sub-VE9435_echo-3_T2w_100.png,0.2,0.2,0.4,False,33.41375503375942,15.297991839712727
100,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Raikes/raikes_05/sub-VE9435/anat/sub-VE9435_echo-4_T2w.nii.gz,T2w_anat_sub-VE9435_echo-4_T2w_101.png,0.2,0.2,0.4,False,31.044519482445327,15.19512131854395
101,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Raikes/raikes_05/sub-VE9435/anat/sub-VE9435_echo-1_T2w.nii.gz,T2w_anat_sub-VE9435_echo-1_T2w_102.png,0.2,0.2,0.4,False,37.50484991577887,12.592093366337542
102,/Volumes/Publications/2023_Kalantari_AIDAqc/inputs/mri/new_studies/Raikes/raikes_05/sub-VE9435/anat/sub-VE9435_echo-2_T2w.nii.gz,T2w_anat_sub-VE9435_echo-2_T2w_103.png,0.2,0.2,0.4,False,34.91889482866152,14.657594085433917
